;DJ Industrial Average - Index Total Return Level;FTSE 100 - Index Total Return Level;France CAC 40 - Index Total Return Level
;DJIAK:FG_TOTAL_RET_IDX(,,'UNHEDGED');180555:FG_TOTAL_RET_IDX(,,'UNHEDGED');180454:FG_TOTAL_RET_IDX(,,'UNHEDGED')
;19870930;19851231;19871231
;20251208;20251208;20251208
;Index;Index;Index
;Dow Jones Global;FTSE UK;Euronext
20120214;23966,40815;3995,62;6963,92862
20120215;23811,58784;4004,64;6994,25771
20120216;24040,99825;4000,03;7000,23962
20120217;24126,30452;4013,41;7097,30418
20120220;24126,30452;4040,72;7165,76695
20120221;24155,77396;4029,13;7150,69958
20120222;24105,43621;4023,59;7113,83103
20120223;24193,57129;4038,1;7113,70889
20120224;24198,36743;4036,22;7154,39698
20120227;24195,68723;4022,9;7101,61465
20120228;24249,59529;4031,31;7127,4777
20120229;24150,81031;3998,11;7124,30142
20120301;24203,44859;4038,79;7221,87504
20120302;24198,36822;4025,09;7224,84695
20120305;24170,84955;4000,36;7196,71516
20120306;23795,12077;3926,13;6938,81891
20120307;23946,7477;3951,14;7000,24522
20120308;24084,11237;3997,75;7177,77646
20120309;24110,37794;4016,69;7196,60289
20120312;24182,40149;4020,28;7201,92988
20120313;24602,48458;4063,37;7325,93731
20120314;24633,14654;4060,89;7355,55826
20120315;24742,65357;4057,68;7387,93976
20120316;24705,06793;4074,65;7418,12019
20120319;24717,21968;4071,6;7396,69975
20120320;24588,49594;4023,99;7299,41378
20120321;24503,4337;4026,47;7292,26555
20120322;24356,90624;3994,83;7178,74461
20120323;24421,48006;4001,14;7186,43298
20120326;24721,88256;4033,82;7239,77908
20120327;24639,92892;4011,16;7172,81311
20120328;24510,47715;3973,13;7091,28072
20120329;24547,07978;3927,34;6989,92537
20120330;24670,73731;3945,41;7078,17023
20120402;24768,67407;4018,21;7159,01736
20120403;24655,57833;3993,21;7042,97259
20120404;24422,45973;3901,9;6850,07511
20120405;24408,45652;3915,52;6863,16772
20120406;24408,45652;3915,52;6863,16772
20120409;24164,46106;3915,52;6863,16772
20120410;23765,1572;3827,87;6651,8778
20120411;23932,34713;3855,57;6693,40269
20120412;24270,97038;3907,39;6759,77009
20120413;24014,95196;3867,24;6592,9267
20120416;24149,18483;3877,15;6626,40761
20120417;24511,99546;3946,04;6806,73151
20120418;24357,25283;3934,82;6698,77903
20120419;24235,43473;3934,3;6561,76861
20120420;24357,25283;3953,21;6596,99274
20120423;24166,39033;3880,21;6410,35758
20120424;24305,46953;3910,29;6557,13669
20120425;24480,14676;3921,41;6699,14719
20120426;24693,15052;3941,87;6690,57998
20120427;24737,44964;3961,34;6772,5181
20120430;24709,99268;3934,37;6665,06289
20120501;24832,84136;3985,42;6665,06289
20120502;24812,74399;3950,53;6696,12027
20120503;24699,78894;3956,32;6689,94158
20120504;24384,98687;3879,83;6588,87304
20120507;24329,35863;3879,83;6706,04858
20120508;24198,36223;3810,87;6529,85091
20120509;24031,68123;3804,4;6516,99681
20120510;24077,61004;3813,97;6577,80092
20120511;24019,19195;3835,69;6594,59629
20120514;23784,52706;3760,01;6443,34746
20120515;23668,66961;3740,82;6403,89763
20120516;23633,8855;3722,91;6423,71148
20120517;23341,13108;3676,85;6346,42585
20120518;23203,98231;3628,12;6342,33541
20120521;23457,40939;3653,5;6389,02472
20120522;23454,28592;3721,55;6512,11895
20120523;23441,79204;3627,58;6342,90889
20120524;23513,51639;3685,19;6418,74053
20120525;23372,90825;3686,21;6439,21754
20120528;23372,90825;3689,52;6428,72036
20120529;23613,2627;3713,49;6516,87698
20120530;23311,53934;3652;6384,13106
20120531;23271,88927;3668,25;6389,52804
20120601;22755,72782;3626,42;6250,46606
20120604;22723,60985;3626,42;6263,3991
20120605;22773,35007;3626,42;6332,83022
20120606;23318,65951;3721,58;6486,23901
20120607;23405,37451;3765,6;6513,22699
20120608;23580,51038;3756,81;6488,97654
20120611;23313,83342;3754,94;6476,83547
20120612;23619,20826;3783,54;6485,66986
20120613;23486,91884;3790,5;6449,7582
20120614;23779,23578;3778,91;6454,88945
20120615;23995,87747;3787,04;6572,33112
20120618;23948,22484;3795,53;6540,65735
20120619;24127,74015;3861,34;6650,99922
20120620;24103,41597;3887,42;6669,34723
20120621;23634,3816;3848,75;6643,11675
20120622;23760,70933;3812,33;6593,36481
20120625;23501,08308;3768,74;6445,623197
20120626;23561,25947;3766,19;6426,580628
20120627;23738,97452;3820,52;6535,137382
20120628;23692,44704;3799,17;6512,639439
20120629;24214,77847;3853,18;6822,013576
20120702;24199,55316;3901,25;6916,495975
20120703;24342,88391;3933,82;6983,758797
20120704;24342,88391;3932,1;6979,941034
20120705;24254,20957;3937,75;6897,928755
20120706;24033,89672;3916,99;6768,546556
20120709;23965,82332;3892,57;6742,933717
20120710;23809,31147;3917,99;6782,683872
20120711;23717,88235;3918,27;6743,909706
20120712;23659,06579;3879,38;6696,770934
20120713;24042,58391;3919,42;6794,222076
20120716;23948,73376;3916,86;6792,284459
20120717;24096,13118;3893,8;6786,023109
20120718;24305,7832;3933,87;6910,829396
20120719;24371,05008;3953,54;6971,142998
20120720;24143,61355;3910,35;6822,171676
20120723;23953,22808;3828,78;6624,888318
20120724;23757,14244;3804,81;6567,535097
20120725;23867,72562;3805,63;6582,614895
20120726;24266,66583;3857,43;6850,429504
20120727;24620,14724;3894,84;7006,505614
20120730;24615,15959;3940,81;7093,050185
20120731;24494,03111;3900,43;7030,998014
20120801;24426,7594;3955,04;7094,861225
20120802;24253,16416;3920,06;6904,555321
20120803;24665,61427;4006,59;7207,292881
20120806;24705,81159;4021,47;7265,74727
20120807;24802,02857;4043,95;7376,231751
20120808;24833,08972;4064,4;7344,131829
20120809;24821,53161;4068,29;7383,556731
20120810;24902,15297;4065,23;7338,505123
20120813;24835,78461;4054,64;7318,819566
20120814;24843,81693;4077,51;7369,79962
20120815;24857,34074;4063,58;7367,516208
20120816;25018,45678;4064,6;7434,33856
20120817;25065,82666;4077,08;7451,207829
20120820;25059,10131;4057,54;7436,649706
20120821;24930,58859;4080,63;7506,499209
20120822;24881,00852;4023,98;7396,187264
20120823;24663,23644;4025,65;7334,050913
20120824;24862,06743;4025,65;7335,429423
20120827;24799,15549;4025,65;7398,707716
20120828;24762,42619;4025,03;7331,883394
20120829;24770,91344;4003,82;7294,143784
20120830;24579,28577;3987,04;7219,836752
20120831;24749,68654;3981,48;7292,392619
20120903;24749,68654;4014,19;7379,222008
20120904;24645,89432;3953,97;7262,42889
20120905;24667,85331;3948,76;7276,853581
20120906;25137,02546;4032,15;7499,252304
20120907;25164,70135;4044,34;7531,268884
20120910;25067,63793;4043,22;7503,448735
20120911;25198,26643;4042,51;7570,321722
20120912;25220,89546;4035,99;7584,2202
20120913;25617,76922;4062,4;7494,968258
20120914;25719,00206;4129,15;7665,09994
20120917;25647,05772;4113,78;7605,40228
20120918;25668,89012;4096,07;7517,654544
20120919;25694,09262;4111,29;7558,602157
20120920;25732,48619;4087,66;7511,722277
20120921;25699,44134;4086,25;7556,247328
20120924;25660,56368;4076,63;7498,200212
20120925;25468,71878;4091,21;7545,735814
20120926;25385,36798;4028,42;7333,202382
20120927;25522,49349;4036,33;7385,784376
20120928;25430,05912;4010,25;7204,326333
20121001;25577,6489;4064,99;7376,458202
20121002;25517,69259;4057,31;7331,903165
20121003;25548,1518;4068,94;7314,271216
20121004;25701,0294;4070,32;7303,926524
20121005;25780,81893;4100,52;7423,83934
20121008;25730,63227;4080,06;7315,365713
20121009;25522,03029;4058,07;7264,359065
20121010;25278,51584;4036,64;7228,047799
20121011;25243,31244;4073,7;7330,812058
20121012;25247,96744;4048,25;7277,902725
20121015;25428,63944;4056,83;7344,897491
20121016;25670,2628;4102,2;7518,104778
20121017;25688,33575;4131,19;7575,134185
20121018;25680,62119;4135,49;7591,626805
20121019;25291,25401;4120,88;7525,870614
20121022;25295,7663;4111,62;7480,125881
20121023;24834,49356;4052,21;7315,291927
20121024;24786,75059;4060,86;7358,223767
20121025;24836,67693;4061,05;7326,100054
20121026;24843,37259;4062,21;7376,697563
20121029;24843,37259;4054,09;7320,438756
20121030;24843,37259;4092,43;7428,992932
20121031;24823,43082;4045,55;7364,197531
20121101;25081,50937;4100,97;7463,271034
20121102;24817,17172;4105,61;7499,889437
20121105;24856,98774;4084,98;7405,490177
20121106;25109,56833;4117,05;7470,268315
20121107;24545,93233;4055,86;7321,931274
20121108;24315,4931;4044,95;7317,830126
20121109;24323,21814;4040,49;7351,968068
20121112;24322,63511;4038,8;7329,213947
20121113;24220,42018;4052,1;7369,934521
20121114;23889,3573;4014,1;7306,181209
20121115;23835,06795;3983,05;7268,309863
20121116;23922,33954;3932,43;7180,46414
20121119;24316,9589;4025,08;7392,732765
20121120;24311,41125;4032,4;7441,060525
20121121;24403,38546;4040,08;7473,93464
20121122;24403,38546;4067,46;7518,779575
20121123;24740,89338;4087,21;7584,497577
20121126;24660,42308;4064,44;7525,176636
20121127;24496,9581;4073,56;7527,737704
20121128;24704,20594;4077,81;7555,812258
20121129;24785,33034;4124,91;7674,37587
20121130;24792,49268;4122,47;7649,440355
20121203;24678,33384;4125,57;7669,449272
20121204;24652,02322;4124,02;7699,316425
20121205;24815,44432;4141,34;7720,869718
20121206;24908,4973;4147,91;7744,850654
20121207;25066,12912;4157,03;7753,366516
20121210;25096,15793;4162,11;7767,313576
20121211;25245,86299;4164,46;7840,524975
20121212;25240,15576;4179,2;7843,423195
20121213;25104,02631;4167,79;7835,822387
20121214;25035,96159;4162,27;7836,149529
20121217;25227,27469;4155,51;7840,0266
20121218;25447,57019;4172,21;7862,728216
20121219;25258,89185;4190,58;7897,111621
20121220;25383,21602;4188,29;7901,73816
20121221;25152,72576;4175,39;7890,246081
20121224;25054,02789;4186,03;7871,302432
20121225;25054,02789;4186,03;7871,302432
20121226;25007,31481;4186,03;7871,302432
20121227;24972,46304;4186,11;7917,950066
20121228;24670,80488;4165,77;7801,571156
20121231;24987,39951;4146,4;7846,436985
20130101;24987,39951;4146,4;7846,436985
20130102;25582,9828;4237,67;8046,534589
20130103;25542,55462;4251,71;8019,035761
20130104;25626,19408;4281,59;8038,1202
20130107;25529,07856;4263,83;7983,420007
20130108;25437,40524;4256,13;7986,087887
20130109;25555,09297;4287,95;8011,02713
20130110;25709,1276;4289,96;7980,153192
20130111;25741,95706;4304,07;7986,401319
20130114;25778,01084;4294,42;7992,011104
20130115;25830,6259;4301,07;7968,515324
20130116;25793,7103;4293,72;7992,515141
20130117;25955,56423;4313,68;8069,284765
20130118;26058,0424;4329,19;8063,836307
20130121;26058,0424;4347,88;8111,332
20130122;26177,38035;4346,6;8063,867813
20130123;26305,5147;4360,99;8031,884115
20130124;26393,33219;4408,33;8087,940044
20130125;26528,21046;4422,07;8143,962515
20130128;26501,38141;4429,08;8149,836742
20130129;26639,77825;4460,6;8160,462631
20130130;26559,28047;4449,28;8116,697626
20130131;26464,12008;4416,75;8045,752359
20130201;26749,01476;4466,26;8133,977663
20130204;26501,36313;4395,61;7889,064908
20130205;26694,12725;4420,89;7964,04933
20130206;26720,82944;4430,43;7852,400411
20130207;26648,03584;4383,33;7762,183607
20130208;26741,52279;4408,32;7866,619793
20130211;26699,98934;4417,56;7868,955461
20130212;26790,68782;4460,71;7946,539829
20130213;26766,06504;4487,26;7972,319091
20130214;26747,83683;4464,85;7909,960077
20130215;26763,86002;4465,48;7890,06242
20130218;26763,86002;4458,38;7904,977871
20130219;26870,4497;4501,34;8053,237591
20130220;26663,44519;4518,55;7997,326184
20130221;26576,40008;4445,19;7813,918632
20130222;26815,11951;4476,39;7989,558752
20130225;26400,63316;4490,29;8022,009753
20130226;26622,73195;4430,28;7807,695626
20130227;26970,00289;4470,74;7957,685949
20130228;26929,97844;4495,42;8025,592699
20130301;26997,37254;4507,99;7975,830361
20130304;27070,50545;4484,7;7997,070551
20130305;27311,82932;4545,7;8163,971885
20130306;27399,99325;4548;8135,028009
20130307;27463,72443;4556,15;8178,181816
20130308;27600,19947;4587,58;8278,132034
20130311;27698,43308;4601,77;8269,768726
20130312;27709,47782;4606,71;8277,749427
20130313;27733,08831;4593,71;8269,278738
20130314;27893,97856;4627,66;8345,882853
20130315;27845,94722;4599,48;8286,507224
20130318;27726,90023;4577;8260,613512
20130319;27734,11966;4565,23;8153,259166
20130320;27841,37983;4567,47;8269,459627
20130321;27668,26074;4536,12;8151,309309
20130322;27841,96917;4539,11;8141,459014
20130325;27718,64944;4528,9;8050,106124
20130326;27933,31711;4543,8;8094,709767
20130327;27869,07888;4537,6;8014,815204
20130328;27969,56162;4554,78;8057,54016
20130329;27969,56162;4554,78;8057,54016
20130401;27958,6588;4554,78;8057,54016
20130402;28129,71519;4610,843637;8217,216653
20130403;27922,80211;4562,910298;8108,355271
20130404;28032,31081;4508,780212;8046,182728
20130405;27953,90081;4441,731953;7910,815475
20130408;28060,73721;4461,039499;7917,94064
20130409;28175,90522;4486,814458;7926,451249
20130410;28423,19939;4539,929598;8084,069623
20130411;28543,97097;4560,37913;8153,069902
20130412;28543,82351;4537,813339;8052,950949
20130415;28033,30923;4508,81775;8012,325989
20130416;28335,90175;4481,08359;7959,008369
20130417;28070,54344;4442,037426;7772,084132
20130418;27921,78714;4441,656822;7772,362099
20130419;27941,69998;4472,192048;7885,949344
20130422;27979,46063;4467,938799;7891,457228
20130423;28271,95815;4557,221128;8180,729324
20130424;28197,91077;4581,462029;8310,242953
20130425;28244,97885;4589,178904;8314,92398
20130426;28267,55382;4577,660538;8249,063581
20130429;28471,61386;4600,168903;8376,004941
20130430;28512,04225;4580,290858;8353,63877
20130501;28245,27395;4596,908766;8353,63877
20130502;28496,25452;4603,62373;8384,138368
20130503;28773,16217;4646,906755;8512,386787
20130506;28763,42282;4646,906755;8499,523151
20130507;28931,20539;4672,450442;8536,901016
20130508;29056,99549;4698,424657;8613,012908
20130509;29023,45005;4705,029991;8604,903315
20130510;29092,46203;4728,037235;8665,728491
20130513;29047,52747;4732,881689;8646,812644
20130514;29288,78331;4771,630565;8706,163557
20130515;29427,92365;4783,39825;8741,664599
20130516;29346,1112;4779,289864;8745,012605
20130517;29579,56517;4804,482477;8793,803455
20130520;29542,72738;4827,763266;8844,168447
20130521;29643,47653;4862,238296;8890,570218
20130522;29497,92851;4893,613439;8923,463225
20130523;29483,27266;4790,960325;8738,517806
20130524;29499,85301;4760,594709;8720,740471
20130527;29499,85301;4760,594709;8805,61457
20130528;29704,73881;4837,623322;8927,717972
20130529;29499,26086;4741,839086;8765,551723
20130530;29552,57545;4763,175906;8816,45152
20130531;29149,60598;4710,296853;8714,036469
20130603;29416,62324;4668,820182;8655,295455
20130604;29274,86744;4692,760109;8666,688453
20130605;28856,55983;4596,520477;8506,517842
20130606;29018,35487;4536,946536;8429,547114
20130607;29418,69387;4591,275847;8558,408566
20130610;29402,47169;4583,017117;8540,226193
20130611;29177,54236;4539,788504;8421,325652
20130612;28937,02048;4520,488163;8389,755647
20130613;29296,67442;4524,208397;8399,232961
20130614;29092,23799;4526,81141;8415,097991
20130617;29303,93865;4542,765758;8544,485644
20130618;29571,08474;4574,136022;8537,592171
20130619;29173,33061;4557,264371;8490,691049
20130620;28492,94673;4421,371131;8182,150286
20130621;28572,26802;4390,262462;8091,701207
20130624;28302,27912;4327,762805;7968,653441
20130625;28496,8016;4380,030693;8088,754827
20130626;28786,06482;4426,645484;8257,658819
20130627;29006,83004;4482,590579;8337,78472
20130628;28785,02697;4462,538053;8286,193036
20130701;28913,73147;4528,812493;8349,508066
20130702;28840,608;4526,059384;8298,25635
20130703;28949,03245;4473,513087;8208,325019
20130704;28949,03245;4611,241935;8448,33509
20130705;29233,51686;4578,102541;8325,3402
20130708;29419,5314;4631,633877;8480,533679
20130709;29565,70158;4676,881084;8524,290341
20130710;29548,93282;4671,118479;8517,572583
20130711;29875,99788;4698,72344;8580,672714
20130712;29882,52731;4699,825764;8549,859867
20130715;29921,1103;4729,389546;8601,951119
20130716;29858,48713;4708,016513;8540,855207
20130717;29903,48687;4720,172461;8587,403498
20130718;30063,25643;4765,013254;8711,106562
20130719;30053,97614;4762,3631;8705,627854
20130722;30057,46553;4756,977692;8738,008519
20130723;30100,37761;4738,493225;8700,666565
20130724;30051,08069;4755,104713;8788,637605
20130725;30076,91703;4731,780005;8773,710944
20130726;30083,15339;4707,962522;8802,133875
20130729;30011,88072;4711,884781;8802,292534
20130730;30009,20799;4719,57032;8841,543455
20130731;29972,0824;4757,164226;8855,031397
20130801;30220,52685;4800,928478;8966,008539
20130802;30279,18528;4776,424588;8972,484561
20130805;30193,11867;4756,100617;8982,070923
20130806;30012,51987;4745,054822;8943,49285
20130807;29948,22395;4688,447508;8956,601969
20130808;30001,74194;4701,744616;9013,896368
20130809;29870,13579;4740,424173;9041,028361
20130812;29858,83402;4733,907438;9030,226223
20130813;29929,64277;4760,975034;9076,394986
20130814;29717,97838;4758,044697;9124,512314
20130815;29295,77738;4682,859519;9077,944464
20130816;29236,22858;4694,885584;9146,022008
20130819;29099,11746;4670,139856;9057,491087
20130820;29084,08139;4661,277252;8935,409612
20130821;28889,07011;4623,015627;8904,712395
20130822;29017,4395;4663,547167;9002,370487
20130823;29117,99484;4696,266875;9025,317787
20130826;28993,75314;4696,266875;9020,140847
20130827;28663,33575;4659,276991;8801,902483
20130828;28757,1874;4653,117812;8783,559651
20130829;28800,55522;4691,462846;8840,97069
20130830;28741,09212;4640,719011;8724,386864
20130902;28741,09212;4708,206962;8884,574121
20130903;28792,8161;4680,866901;8813,743435
20130904;28981,08043;4688,501579;8827,821886
20130905;28993,8997;4730,282527;8886,321451
20130906;28972,28026;4741,065334;8980,338042
20130909;29247,46704;4729,050768;8960,684942
20130910;29495,88546;4767,612834;9129,938981
20130911;29763,2788;4771,704441;9135,419281
20130912;29723,44643;4772,104592;9107,743947
20130913;29869,94599;4768,353837;9125,191565
20130916;30100,58581;4796,644219;9209,391833
20130917;30168,46493;4758,479356;9194,512386
20130918;30454,45235;4750,514779;9249,717349
20130919;30378,80857;4798,732434;9328,756248
20130920;30018,49355;4777,758279;9323,483247
